customer_id,first_name,last_name,email,phone,date_of_birth,country,kyc_status,created_date,last_updated
CUST000028,Michael,Wilson,michael.wilson@yahoo.com,+1-926-635-1140,1931-03-25,Canada,EXPIRED,2025-08-28,2026-01-22
CUST000029,Patricia,Brown,patricia.brown@yahoo.com,+1-792-321-7062,2003-10-08,Germany,EXPIRED,2025-07-26,2026-01-22
CUST000030,Emma,Johnson,emma.johnson@company.com,+1-382-860-4967,1959-10-21,UK,REJECTED,2027-01-18,2026-01-22
CUST000031,Thomas,Brown,thomas.brown@yahoo.com,+1-827-883-2613,1946-06-13,Spain,PENDING,2025-02-11,2026-01-22
CUST000032,Linda,Smith,linda.smith@gmail.com,+1-617-248-5761,1986-06-11,India,EXPIRED,2026-10-31,2026-01-22
CUST000033,John,Davis,john.davis@company.com,+1-320-422-3287,1938-01-26,Japan,NOT_STARTED,2026-03-26,2026-01-22
CUST000034,Sarah,Jones,sarah.jones@yahoo.com,+1-818-513-5613,1978-10-20,Spain,VERIFIED,2026-09-13,2026-01-22
CUST000035,Emma,Martinez,emma.martinez@yahoo.com,+1-381-959-4854,1944-09-24,Spain,VERIFIED,2026-06-25,2026-01-22
CUST000036,Thomas,Jones,thomas.jones@gmail.com,+1-710-916-7435,1960-09-13,USA,PENDING,2026-02-03,2026-01-22
CUST000037,Lisa,Johnson,lisa.johnson@gmail.com,+1-641-579-2766,1981-10-26,India,NOT_STARTED,2025-07-05,2026-01-22
CUST000038,Barbara,Garcia,barbara.garcia@outlook.com,+1-745-971-5938,1934-12-23,India,PENDING,2026-05-14,2026-01-22
CUST000039,Emma,Johnson,emma.johnson@gmail.com,+1-847-973-1983,1972-04-08,Germany,REJECTED,2025-09-08,2026-01-22
CUST000040,Patricia,Davis,patricia.davis@gmail.com,+1-821-475-5456,1962-07-07,France,REJECTED,2026-05-13,2026-01-22
CUST000041,Jane,Smith,jane.smith@outlook.com,+1-840-451-3483,1991-04-09,France,REJECTED,2025-12-03,2026-01-22
CUST000042,James,Martinez,james.martinez@company.com,+1-279-340-3875,1963-12-03,Germany,PENDING,2025-03-03,2026-01-22
CUST000043,Emma,Hernandez,emma.hernandez@outlook.com,+1-897-828-5677,1996-01-31,Japan,REJECTED,2026-12-07,2026-01-22
CUST000044,Thomas,Gonzalez,thomas.gonzalez@gmail.com,+1-565-456-5677,2005-03-03,Germany,PENDING,2026-04-02,2026-01-22
CUST000045,Sarah,Taylor,sarah.taylor@company.com,+1-917-626-7235,1989-02-02,Canada,EXPIRED,2025-11-10,2026-01-22
CUST000046,Linda,Rodriguez,linda.rodriguez@outlook.com,+1-941-906-5815,1965-07-22,Germany,REJECTED,2026-06-30,2026-01-22
CUST000047,Emma,Williams,emma.williams@yahoo.com,+1-970-904-1963,1997-03-14,Germany,PENDING,2026-05-12,2026-01-22
CUST000048,Thomas,Smith,thomas.smith@company.com,+1-728-601-9479,1967-03-30,Italy,PENDING,2026-05-18,2026-01-22
CUST000049,Barbara,Miller,barbara.miller@gmail.com,+1-329-323-6496,1991-04-11,USA,PENDING,2025-11-16,2026-01-22
CUST000050,Barbara,Hernandez,barbara.hernandez@company.com,+1-410-560-9936,1988-09-09,Spain,REJECTED,2025-10-06,2026-01-22
CUST000051,Barbara,Hernandez,barbara.hernandez@gmail.com,+1-817-735-8203,1983-04-30,Canada,NOT_STARTED,2026-11-02,2026-01-22
CUST000052,Barbara,Gonzalez,barbara.gonzalez@yahoo.com,+1-593-326-3688,1980-12-12,France,PENDING,2025-03-18,2026-01-22
CUST000053,Richard,Rodriguez,richard.rodriguez@outlook.com,+1-453-856-6050,1975-05-20,USA,REJECTED,2025-07-24,2026-01-22
CUST000054,Barbara,Jones,barbara.jones@company.com,+1-356-259-2142,1939-08-09,Spain,PENDING,2025-08-21,2026-01-22
CUST000055,Sarah,Taylor,sarah.taylor@company.com,+1-444-395-2091,1972-12-12,Spain,REJECTED,2026-09-04,2026-01-22
CUST000056,Lisa,Smith,lisa.smith@company.com,+1-677-450-5151,1955-02-17,Spain,VERIFIED,2026-03-17,2026-01-22
CUST000057,Emma,Davis,emma.davis@company.com,+1-420-631-2785,1937-08-15,India,VERIFIED,2025-01-28,2026-01-22
CUST000058,John,Hernandez,john.hernandez@gmail.com,+1-250-225-5854,1974-11-13,Japan,VERIFIED,2025-07-31,2026-01-22
CUST000059,David,Wilson,david.wilson@yahoo.com,+1-834-787-8487,1939-08-31,Spain,EXPIRED,2025-05-28,2026-01-22
CUST000060,Sarah,Johnson,sarah.johnson@yahoo.com,+1-634-520-7976,1953-05-04,UK,VERIFIED,2026-10-08,2026-01-22
CUST000061,David,Moore,david.moore@yahoo.com,+1-272-943-6009,1931-05-01,Canada,PENDING,2025-06-21,2026-01-22
CUST000062,Lisa,Lopez,lisa.lopez@outlook.com,+1-666-622-3338,1968-06-02,Italy,PENDING,2026-02-08,2026-01-22
CUST000063,Richard,Hernandez,richard.hernandez@company.com,+1-622-483-9428,1951-10-28,Spain,VERIFIED,2027-01-05,2026-01-22
CUST000064,Barbara,Moore,barbara.moore@company.com,+1-871-752-9431,1941-12-13,Japan,REJECTED,2026-08-22,2026-01-22
CUST000065,Robert,Thomas,robert.thomas@yahoo.com,+1-834-375-5474,1983-06-21,USA,NOT_STARTED,2027-01-14,2026-01-22
CUST000066,Patricia,Rodriguez,patricia.rodriguez@outlook.com,+1-871-320-5382,1942-07-31,France,NOT_STARTED,2025-04-17,2026-01-22
CUST000067,James,Williams,james.williams@company.com,+1-696-214-5061,1978-08-12,France,PENDING,2026-04-04,2026-01-22
CUST000068,Charles,Johnson,charles.johnson@company.com,+1-384-332-7247,1933-04-22,Germany,EXPIRED,2026-12-05,2026-01-22
CUST000069,Barbara,Miller,barbara.miller@outlook.com,+1-904-387-4828,1939-04-16,India,VERIFIED,2026-01-25,2026-01-22
CUST000070,Charles,Lopez,charles.lopez@outlook.com,+1-495-906-8878,1991-02-15,Spain,EXPIRED,2025-12-20,2026-01-22
CUST000071,Michael,Martinez,michael.martinez@outlook.com,+1-411-872-6180,1962-06-07,France,NOT_STARTED,2025-03-15,2026-01-22
CUST000072,John,Hernandez,john.hernandez@outlook.com,+1-233-838-6496,2000-01-24,Spain,EXPIRED,2025-12-14,2026-01-22
CUST000073,Charles,Gonzalez,charles.gonzalez@gmail.com,+1-622-521-8499,1953-02-20,USA,PENDING,2026-08-23,2026-01-22
CUST000074,Richard,Jones,richard.jones@company.com,+1-567-600-4890,1960-04-05,Spain,NOT_STARTED,2026-06-19,2026-01-22
CUST000075,Thomas,Moore,thomas.moore@gmail.com,+1-896-254-5877,2005-01-16,UK,REJECTED,2026-02-28,2026-01-22
CUST000076,Michael,Davis,michael.davis@company.com,+1-767-290-4259,2000-02-28,UK,REJECTED,2026-02-23,2026-01-22
CUST000077,Thomas,Hernandez,thomas.hernandez@outlook.com,+1-992-399-5525,1949-08-30,UK,VERIFIED,2025-05-02,2026-01-22
CUST000078,Charles,Taylor,charles.taylor@yahoo.com,+1-765-793-6313,1962-11-13,USA,NOT_STARTED,2025-01-24,2026-01-22
CUST000079,James,Davis,james.davis@gmail.com,+1-527-665-2919,1997-06-12,USA,EXPIRED,2025-12-06,2026-01-22
CUST000080,Jane,Moore,jane.moore@outlook.com,+1-747-783-4512,1948-11-26,France,EXPIRED,2025-10-05,2026-01-22
CUST000081,Michael,Rodriguez,michael.rodriguez@company.com,+1-805-805-4319,1963-05-29,Germany,PENDING,2025-08-27,2026-01-22
CUST000082,Linda,Lopez,linda.lopez@company.com,+1-881-880-4690,1956-08-29,Japan,NOT_STARTED,2026-09-17,2026-01-22
CUST000083,Emma,Williams,emma.williams@gmail.com,+1-432-434-2469,1998-08-30,Italy,EXPIRED,2025-05-18,2026-01-22
CUST000084,Richard,Miller,richard.miller@gmail.com,+1-991-466-6392,1934-12-11,Canada,VERIFIED,2026-02-19,2026-01-22
CUST000085,Jennifer,Smith,jennifer.smith@yahoo.com,+1-852-468-1630,1951-08-10,Spain,REJECTED,2025-12-13,2026-01-22
CUST000086,Barbara,Taylor,barbara.taylor@yahoo.com,+1-605-267-8352,1933-12-02,Japan,REJECTED,2025-03-18,2026-01-22
CUST000087,Lisa,Davis,lisa.davis@outlook.com,+1-924-448-3427,1964-10-16,Spain,NOT_STARTED,2025-05-03,2026-01-22
CUST000088,William,Moore,william.moore@outlook.com,+1-439-860-4052,1941-11-15,Australia,VERIFIED,2026-09-04,2026-01-22
CUST000089,Mary,Anderson,mary.anderson@outlook.com,+1-736-252-4916,1986-03-08,Australia,EXPIRED,2025-07-22,2026-01-22
CUST000090,Mary,Williams,mary.williams@yahoo.com,+1-794-706-6363,2002-07-05,UK,EXPIRED,2026-06-27,2026-01-22
CUST000091,Barbara,Smith,barbara.smith@outlook.com,+1-234-707-1992,1967-05-21,Australia,PENDING,2026-04-06,2026-01-22
CUST000092,Robert,Jones,robert.jones@outlook.com,+1-877-540-4454,1984-03-12,UK,VERIFIED,2025-10-31,2026-01-22
CUST000093,William,Thomas,william.thomas@yahoo.com,+1-461-753-1611,1973-04-09,Italy,PENDING,2026-12-09,2026-01-22
CUST000094,James,Lopez,james.lopez@yahoo.com,+1-926-239-8820,1978-02-04,Spain,PENDING,2025-12-13,2026-01-22
CUST000095,Jane,Smith,jane.smith@company.com,+1-871-438-6501,1981-07-20,India,EXPIRED,2026-11-12,2026-01-22
CUST000096,Jennifer,Miller,jennifer.miller@gmail.com,+1-347-248-7983,1962-07-26,Germany,NOT_STARTED,2025-06-05,2026-01-22
CUST000097,Michael,Williams,michael.williams@yahoo.com,+1-966-550-8801,1994-10-07,Germany,EXPIRED,2025-10-25,2026-01-22
CUST000098,Lisa,Hernandez,lisa.hernandez@company.com,+1-298-579-1632,1968-10-07,Germany,REJECTED,2026-04-11,2026-01-22
CUST000099,John,Anderson,john.anderson@gmail.com,+1-602-483-1858,1930-02-21,Canada,REJECTED,2027-01-22,2026-01-22
CUST000100,John,Smith,john.smith@yahoo.com,+1-246-286-7732,1992-04-03,UK,NOT_STARTED,2026-07-01,2026-01-22
CUST000101,Lisa,Brown,lisa.brown@yahoo.com,+1-781-200-8292,1991-07-20,Italy,PENDING,2026-09-24,2026-01-22
CUST000102,Sarah,Williams,sarah.williams@gmail.com,+1-774-978-7317,1930-10-22,USA,REJECTED,2026-02-23,2026-01-22
CUST000103,Jennifer,Taylor,jennifer.taylor@company.com,+1-930-390-1835,1957-10-14,Italy,EXPIRED,2025-07-25,2026-01-22
CUST000104,Michael,Lopez,michael.lopez@company.com,+1-388-554-1030,1944-11-20,USA,VERIFIED,2025-09-06,2026-01-22
CUST000105,Mary,Wilson,mary.wilson@yahoo.com,+1-701-781-8823,1975-09-20,Australia,VERIFIED,2026-08-26,2026-01-22
CUST000106,Lisa,Williams,lisa.williams@gmail.com,+1-937-511-1536,1997-07-26,Canada,EXPIRED,2025-04-10,2026-01-22
CUST000107,Mary,Moore,mary.moore@company.com,+1-292-910-1369,1952-03-22,Italy,PENDING,2025-06-06,2026-01-22
CUST000108,John,Miller,john.miller@yahoo.com,+1-642-920-1827,1982-08-28,Italy,NOT_STARTED,2026-08-16,2026-01-22
CUST000109,Linda,Brown,linda.brown@yahoo.com,+1-232-418-7848,1990-05-25,Spain,PENDING,2026-06-18,2026-01-22
CUST000110,Patricia,Wilson,patricia.wilson@gmail.com,+1-911-461-7379,1938-11-21,Japan,EXPIRED,2025-01-25,2026-01-22
CUST000111,Emma,Lopez,emma.lopez@yahoo.com,+1-399-766-5805,1972-01-16,Japan,REJECTED,2026-09-11,2026-01-22
CUST000112,Jane,Rodriguez,jane.rodriguez@gmail.com,+1-705-539-7002,1945-02-25,USA,VERIFIED,2026-11-16,2026-01-22
CUST000113,Linda,Gonzalez,linda.gonzalez@gmail.com,+1-839-257-6218,1931-10-01,USA,VERIFIED,2026-11-05,2026-01-22
CUST000114,John,Garcia,john.garcia@outlook.com,+1-401-829-9112,1942-01-28,Italy,VERIFIED,2026-02-25,2026-01-22
CUST000115,Barbara,Brown,barbara.brown@company.com,+1-823-827-7304,1990-02-24,UK,PENDING,2025-05-03,2026-01-22
CUST000116,Michael,Jones,michael.jones@yahoo.com,+1-947-780-5711,1991-06-06,Germany,PENDING,2026-02-20,2026-01-22
CUST000117,John,Thomas,john.thomas@yahoo.com,+1-405-324-2468,1951-01-09,Germany,REJECTED,2025-02-06,2026-01-22
CUST000118,Richard,Thomas,richard.thomas@outlook.com,+1-655-221-9579,1945-12-15,UK,EXPIRED,2026-12-24,2026-01-22
CUST000119,Charles,Garcia,charles.garcia@company.com,+1-721-735-2236,2006-02-28,India,REJECTED,2026-03-29,2026-01-22
CUST000120,Patricia,Williams,patricia.williams@yahoo.com,+1-808-273-9669,1977-09-23,USA,REJECTED,2025-02-24,2026-01-22
CUST000121,Barbara,Gonzalez,barbara.gonzalez@company.com,+1-621-692-8731,1982-03-25,Canada,PENDING,2025-04-21,2026-01-22
CUST000122,Linda,Taylor,linda.taylor@outlook.com,+1-738-770-7486,1983-05-29,USA,NOT_STARTED,2026-12-08,2026-01-22
CUST000123,Jane,Garcia,jane.garcia@company.com,+1-880-860-8071,1973-03-08,France,NOT_STARTED,2025-04-19,2026-01-22
CUST000124,Thomas,Martinez,thomas.martinez@company.com,+1-929-725-2409,2009-07-02,France,REJECTED,2026-05-19,2026-01-22
CUST000125,William,Thomas,william.thomas@outlook.com,+1-665-483-1769,1977-04-22,Australia,VERIFIED,2026-05-26,2026-01-22
CUST000126,Linda,Jones,linda.jones@yahoo.com,+1-228-800-6496,2006-06-24,India,VERIFIED,2026-11-06,2026-01-22
CUST000127,Jane,Anderson,jane.anderson@gmail.com,+1-928-538-6997,1967-11-18,Australia,REJECTED,2026-10-03,2026-01-22
CUST000128,Linda,Wilson,linda.wilson@gmail.com,+1-679-622-1556,2003-09-12,Canada,EXPIRED,2026-03-03,2026-01-22
CUST000129,Jennifer,Johnson,jennifer.johnson@yahoo.com,+1-841-469-7157,2009-12-14,Australia,EXPIRED,2026-02-26,2026-01-22
CUST000130,Barbara,Davis,barbara.davis@yahoo.com,+1-237-693-5812,1935-06-29,France,EXPIRED,2026-05-28,2026-01-22
CUST000131,Emma,Moore,emma.moore@company.com,+1-395-506-4681,1989-03-02,India,REJECTED,2025-06-05,2026-01-22
CUST000132,Emma,Brown,emma.brown@outlook.com,+1-473-469-6983,1949-06-20,France,REJECTED,2026-09-01,2026-01-22
CUST000133,Lisa,Smith,lisa.smith@yahoo.com,+1-240-653-8011,1944-06-12,Germany,REJECTED,2025-10-10,2026-01-22
CUST000134,Lisa,Wilson,lisa.wilson@outlook.com,+1-548-685-3024,1938-11-15,Italy,NOT_STARTED,2025-03-19,2026-01-22
CUST000135,Charles,Wilson,charles.wilson@outlook.com,+1-557-640-9078,1971-04-19,Canada,REJECTED,2025-04-19,2026-01-22
CUST000136,Jennifer,Hernandez,jennifer.hernandez@yahoo.com,+1-743-937-5142,1956-10-29,Japan,VERIFIED,2026-12-25,2026-01-22
CUST000137,Linda,Rodriguez,linda.rodriguez@outlook.com,+1-560-619-4884,1970-04-16,Canada,NOT_STARTED,2026-08-22,2026-01-22
CUST000138,Richard,Garcia,richard.garcia@gmail.com,+1-979-228-9502,1990-02-01,USA,PENDING,2026-02-04,2026-01-22
CUST000139,William,Johnson,william.johnson@gmail.com,+1-435-948-7624,1962-04-10,UK,REJECTED,2025-10-23,2026-01-22
CUST000140,James,Davis,james.davis@yahoo.com,+1-334-305-5961,1985-04-25,Australia,EXPIRED,2025-10-13,2026-01-22
CUST000141,Patricia,Davis,patricia.davis@company.com,+1-338-948-1307,1992-12-08,Australia,NOT_STARTED,2025-10-22,2026-01-22
CUST000142,Barbara,Miller,barbara.miller@gmail.com,+1-727-510-2151,1986-02-18,Australia,NOT_STARTED,2026-03-18,2026-01-22
CUST000143,Michael,Brown,michael.brown@gmail.com,+1-515-409-5323,2008-01-13,UK,REJECTED,2026-10-14,2026-01-22
CUST000144,Robert,Anderson,robert.anderson@outlook.com,+1-783-786-3237,1937-10-29,Italy,NOT_STARTED,2027-01-05,2026-01-22
CUST000145,Patricia,Smith,patricia.smith@company.com,+1-982-822-9762,1980-07-02,USA,NOT_STARTED,2026-07-01,2026-01-22
CUST000146,Charles,Johnson,charles.johnson@gmail.com,+1-331-524-7025,1940-09-12,Australia,NOT_STARTED,2025-08-07,2026-01-22
CUST000147,Richard,Brown,richard.brown@yahoo.com,+1-798-908-6599,2007-06-04,India,REJECTED,2026-12-30,2026-01-22
CUST000148,Robert,Hernandez,robert.hernandez@company.com,+1-454-486-8874,1978-11-11,Canada,REJECTED,2025-06-20,2026-01-22
CUST000149,Thomas,Rodriguez,thomas.rodriguez@gmail.com,+1-811-757-5892,1938-02-09,Canada,EXPIRED,2026-10-07,2026-01-22
CUST000150,Lisa,Wilson,lisa.wilson@gmail.com,+1-613-489-3425,1932-02-22,Canada,VERIFIED,2025-01-27,2026-01-22
CUST000151,Emma,Hernandez,emma.hernandez@yahoo.com,+1-372-306-5362,1961-09-29,Canada,PENDING,2025-04-25,2026-01-22
CUST000152,Linda,Anderson,linda.anderson@gmail.com,+1-813-261-7743,1933-01-10,UK,PENDING,2025-10-12,2026-01-22
CUST000153,Barbara,Martinez,barbara.martinez@outlook.com,+1-606-705-7048,1998-07-28,Italy,EXPIRED,2025-04-15,2026-01-22
CUST000154,Sarah,Williams,sarah.williams@yahoo.com,+1-727-609-1459,1934-10-24,India,REJECTED,2026-10-18,2026-01-22
CUST000155,Sarah,Anderson,sarah.anderson@outlook.com,+1-707-970-2455,1938-11-11,Germany,NOT_STARTED,2025-10-04,2026-01-22
CUST000156,James,Anderson,james.anderson@yahoo.com,+1-697-490-7943,2003-07-22,Australia,NOT_STARTED,2025-06-13,2026-01-22
CUST000157,Patricia,Davis,patricia.davis@gmail.com,+1-312-655-8412,1969-07-19,UK,REJECTED,2025-09-19,2026-01-22
CUST000158,Jennifer,Moore,jennifer.moore@company.com,+1-500-902-4158,1968-07-27,Japan,EXPIRED,2025-11-13,2026-01-22
CUST000159,Linda,Davis,linda.davis@yahoo.com,+1-827-609-6632,2001-03-21,Japan,PENDING,2025-09-19,2026-01-22
CUST000160,Thomas,Taylor,thomas.taylor@outlook.com,+1-617-357-7032,1960-10-12,USA,NOT_STARTED,2026-03-23,2026-01-22
CUST000161,Emma,Smith,emma.smith@outlook.com,+1-903-667-2503,1975-06-18,Japan,REJECTED,2026-03-18,2026-01-22
CUST000162,James,Jones,james.jones@gmail.com,+1-943-854-3189,1977-05-23,USA,NOT_STARTED,2026-02-23,2026-01-22
CUST000163,James,Moore,james.moore@outlook.com,+1-245-762-2469,1969-05-07,Canada,PENDING,2025-02-08,2026-01-22
CUST000164,James,Gonzalez,james.gonzalez@yahoo.com,+1-301-268-1458,1943-05-18,Italy,EXPIRED,2026-10-27,2026-01-22
CUST000165,Jennifer,Wilson,jennifer.wilson@outlook.com,+1-971-809-7131,1975-10-07,Germany,REJECTED,2025-11-07,2026-01-22
CUST000166,Jane,Moore,jane.moore@yahoo.com,+1-726-861-1827,1959-12-02,Canada,REJECTED,2025-04-29,2026-01-22
CUST000167,John,Jones,john.jones@gmail.com,+1-394-817-1297,1998-02-09,Italy,PENDING,2026-11-05,2026-01-22
CUST000168,Thomas,Garcia,thomas.garcia@yahoo.com,+1-851-209-1209,1991-09-16,Canada,EXPIRED,2025-05-20,2026-01-22
CUST000169,Robert,Anderson,robert.anderson@gmail.com,+1-708-596-7285,2002-12-16,Australia,VERIFIED,2025-08-10,2026-01-22
CUST000170,Charles,Thomas,charles.thomas@gmail.com,+1-285-434-3814,1963-06-15,Germany,VERIFIED,2026-04-01,2026-01-22
CUST000171,Thomas,Taylor,thomas.taylor@company.com,+1-319-771-7295,1938-03-11,Australia,REJECTED,2027-01-01,2026-01-22
CUST000172,Richard,Lopez,richard.lopez@outlook.com,+1-527-701-2965,1939-12-18,India,EXPIRED,2026-10-16,2026-01-22
CUST000173,John,Garcia,john.garcia@outlook.com,+1-230-771-1347,1950-11-29,India,NOT_STARTED,2026-09-19,2026-01-22
CUST000174,Michael,Wilson,michael.wilson@yahoo.com,+1-748-615-6078,2008-06-08,Spain,PENDING,2026-07-01,2026-01-22
CUST000175,David,Anderson,david.anderson@outlook.com,+1-682-935-7162,2004-11-27,Italy,EXPIRED,2026-04-04,2026-01-22
CUST000176,William,Rodriguez,william.rodriguez@gmail.com,+1-890-593-4362,1984-06-25,UK,PENDING,2025-03-16,2026-01-22
CUST000177,David,Smith,david.smith@outlook.com,+1-266-821-9348,1962-09-01,Germany,PENDING,2025-11-21,2026-01-22
CUST000178,James,Williams,james.williams@gmail.com,+1-342-287-8584,1950-04-13,Australia,VERIFIED,2026-06-23,2026-01-22
CUST000179,Barbara,Williams,barbara.williams@company.com,+1-583-907-3566,1997-04-29,Italy,VERIFIED,2026-09-03,2026-01-22
CUST000180,Richard,Smith,richard.smith@outlook.com,+1-453-677-9413,1978-11-16,Australia,EXPIRED,2025-07-28,2026-01-22
CUST000181,John,Davis,john.davis@outlook.com,+1-461-335-6509,1987-06-01,Australia,REJECTED,2026-03-25,2026-01-22
CUST000182,Linda,Thomas,linda.thomas@yahoo.com,+1-532-288-1706,1969-06-22,India,REJECTED,2026-11-04,2026-01-22
CUST000183,Lisa,Johnson,lisa.johnson@yahoo.com,+1-866-577-9146,1967-04-11,Australia,REJECTED,2026-12-17,2026-01-22
CUST000184,Mary,Taylor,mary.taylor@company.com,+1-891-287-4322,2008-06-24,Japan,EXPIRED,2026-09-05,2026-01-22
CUST000185,John,Hernandez,john.hernandez@gmail.com,+1-800-841-4060,2008-07-01,Japan,NOT_STARTED,2026-06-01,2026-01-22
CUST000186,David,Williams,david.williams@gmail.com,+1-779-215-7059,1961-01-10,USA,PENDING,2025-10-07,2026-01-22
CUST000187,James,Gonzalez,james.gonzalez@yahoo.com,+1-856-792-5070,1950-07-12,USA,VERIFIED,2026-09-20,2026-01-22
CUST000188,Linda,Wilson,linda.wilson@gmail.com,+1-900-783-1054,1961-02-06,Spain,REJECTED,2026-01-10,2026-01-22
CUST000189,Robert,Thomas,robert.thomas@gmail.com,+1-452-926-3672,1940-08-24,Australia,NOT_STARTED,2026-09-15,2026-01-22
CUST000190,Linda,Garcia,linda.garcia@outlook.com,+1-450-683-5495,1989-10-09,Germany,EXPIRED,2025-06-25,2026-01-22
CUST000191,Charles,Thomas,charles.thomas@company.com,+1-351-847-7040,1979-11-29,Australia,NOT_STARTED,2026-10-14,2026-01-22
CUST000192,Patricia,Williams,patricia.williams@yahoo.com,+1-202-432-1867,1979-11-23,France,VERIFIED,2026-04-05,2026-01-22
CUST000193,Lisa,Gonzalez,lisa.gonzalez@yahoo.com,+1-420-486-6984,1971-06-23,Japan,NOT_STARTED,2025-08-16,2026-01-22
CUST000194,Richard,Jones,richard.jones@yahoo.com,+1-840-622-1726,1992-09-27,UK,EXPIRED,2025-03-09,2026-01-22
CUST000195,Charles,Lopez,charles.lopez@gmail.com,+1-916-342-6776,1984-05-01,Germany,REJECTED,2026-12-13,2026-01-22
CUST000196,Mary,Moore,mary.moore@gmail.com,+1-573-847-5275,2004-07-21,Spain,NOT_STARTED,2025-01-26,2026-01-22
CUST000197,Sarah,Martinez,sarah.martinez@company.com,+1-649-203-8588,1978-04-23,Italy,NOT_STARTED,2025-08-31,2026-01-22
CUST000198,William,Gonzalez,william.gonzalez@company.com,+1-231-976-7647,1953-06-12,Japan,PENDING,2025-03-13,2026-01-22
CUST000199,David,Williams,david.williams@company.com,+1-287-652-8202,1968-08-02,Spain,PENDING,2026-12-30,2026-01-22
CUST000200,Barbara,Lopez,barbara.lopez@yahoo.com,+1-514-395-2442,1972-01-12,USA,PENDING,2025-09-13,2026-01-22
CUST000201,Jennifer,Martinez,jennifer.martinez@outlook.com,+1-747-550-5332,1983-02-27,UK,EXPIRED,2026-11-05,2026-01-22
