customer_id,first_name,last_name,email,phone,date_of_birth,country,kyc_status,created_date,last_updated
CUST000037,Emma,,emma.gonzalez@outlook.com,+1-531-594-3779,1975-01-24,Italy,REJECTED,2025-05-14,2026-01-22
CUST000038,Robert,Martinez,robert.martinez@yahoo.com,+1-619-300-9158,1984-11-03,USA,REJECTED,2025-08-18,2026-01-22
CUST000039,John,Rodriguez,john.rodriguez@outlook.com,+1-489-883-6054,1981-07-14,,PENDING,2025-10-17,2026-01-22
CUST000040,Patricia,Moore,patricia.moore@outlook.com,+1-766-876-4497,2007-02-08,Canada,NOT_STARTED,2025-02-22,2026-01-22
CUST000041,Barbara,Miller,barbara.miller@company.com,+1-343-748-6897,1982-04-12,France,EXPIRED,2026-03-04,2026-01-22
CUST000042,Lisa,Thomas,lisa.thomas@yahoo.com,+1-788-513-5685,1957-07-26,,EXPIRED,2026-12-13,2026-01-22
CUST000043,Charles,Taylor,charles.taylor@outlook.com,+1-296-623-4564,1976-09-09,Japan,PENDING,2026-09-28,2026-01-22
CUST000044,Charles,Hernandez,charles.hernandez@yahoo.com,+1-727-742-8364,1965-06-24,Germany,REJECTED,2026-03-23,2026-01-22
CUST000045,Sarah,Johnson,sarah.johnson@company.com,+1-970-358-3975,1930-01-24,Germany,EXPIRED,2025-02-14,2026-01-22
CUST000046,Thomas,Moore,thomas.moore@outlook.com,+1-333-893-9326,1948-02-04,Australia,PENDING,2025-03-30,2026-01-22
CUST000047,Charles,Anderson,charles.anderson@gmail.com,+1-733-702-3599,1973-08-30,France,REJECTED,2025-02-22,2026-01-22
CUST000048,David,Martinez,david.martinez@outlook.com,+1-570-223-6479,1948-07-30,UK,VERIFIED,2026-06-26,2026-01-22
CUST000049,David,Martinez,david.martinez@gmail.com,+1-963-824-1839,2007-05-30,UK,EXPIRED,2026-04-17,2026-01-22
CUST000050,Charles,Thomas,charles.thomas@gmail.com,+1-200-478-8561,1939-09-08,USA,EXPIRED,2026-11-22,2026-01-22
CUST000051,John,Williams,john.williams@gmail.com,+1-801-609-1554,1975-06-20,Spain,NOT_STARTED,2026-09-30,2026-01-22
CUST000052,David,Thomas,david.thomas@yahoo.com,+1-766-543-8354,1960-06-04,France,EXPIRED,2025-11-21,2026-01-22
CUST000053,James,Anderson,james.anderson@yahoo.com,+1-493-237-8007,1953-05-13,UK,REJECTED,2025-10-09,2026-01-22
CUST000054,Mary,Martinez,mary.martinez@company.com,+1-329-297-1527,1957-11-15,UK,PENDING,2027-01-09,2026-01-22
CUST000055,,,emma.davis@gmail.com,+1-417-447-7280,2004-10-01,,PENDING,2026-08-21,2026-01-22
CUST000056,Jane,Moore,jane.moore@yahoo.com,+1-580-381-4985,2000-11-27,Canada,EXPIRED,2026-01-27,2026-01-22
CUST000057,Jennifer,Miller,jennifer.miller@yahoo.com,+1-408-708-8869,2009-09-05,Italy,NOT_STARTED,2026-05-14,2026-01-22
CUST000058,James,Smith,james.smith@company.com,+1-748-388-9639,1994-12-15,Spain,PENDING,2025-04-07,2026-01-22
CUST000059,Jane,Taylor,jane.taylor@outlook.com,+1-256-970-2862,1964-11-23,Japan,EXPIRED,2025-05-05,2026-01-22
CUST000060,Robert,Garcia,robert.garcia@yahoo.com,+1-216-448-5697,1961-05-06,Japan,PENDING,2025-02-11,2026-01-22
CUST000061,Lisa,Hernandez,lisa.hernandez@outlook.com,+1-461-324-2509,1997-03-04,Australia,NOT_STARTED,2026-01-12,2026-01-22
CUST000062,Sarah,Miller,sarah.miller@company.com,+1-582-203-1075,1972-05-19,Canada,PENDING,2027-01-19,2026-01-22
CUST000063,David,Jones,david.jones@company.com,+1-954-974-1345,1985-03-12,USA,REJECTED,2025-10-30,2026-01-22
CUST000064,Richard,Lopez,richard.lopez@yahoo.com,+1-717-466-5419,1976-03-11,Spain,NOT_STARTED,2025-09-19,2026-01-22
CUST000065,,Martinez,david.martinez@yahoo.com,+1-239-883-1812,1948-06-03,Japan,NOT_STARTED,2025-03-17,2026-01-22
CUST000066,,Martinez,thomas.martinez,+1-245-779-5984,1979-12-17,USA,PENDING,2025-02-16,2026-01-22
CUST000067,Richard,Thomas,richard.thomas@company.com,+1-493-999-8946,1961-12-15,Canada,REJECTED,2025-11-25,2026-01-22
CUST000068,Lisa,Williams,lisa.williams@yahoo.com,+1-368-396-5461,1954-02-04,Italy,PENDING,2026-03-05,2026-01-22
CUST000069,Jennifer,Jones,jennifer.jones@yahoo.com,+1-510-608-6353,1993-11-19,Germany,VERIFIED,2025-05-28,2026-01-22
CUST000070,Barbara,Brown,barbara.brown@yahoo.com,+1-270-441-7538,1983-01-23,Australia,EXPIRED,2025-06-02,2026-01-22
CUST000071,Linda,Williams,linda.williams@yahoo.com,+1-681-899-6690,1971-01-28,India,NOT_STARTED,2027-01-18,2026-01-22
CUST000072,Lisa,Smith,lisa.smith@outlook.com,+1-489-773-1459,1966-12-15,Australia,NOT_STARTED,2025-03-01,2026-01-22
CUST000073,Lisa,Brown,lisa.brown@outlook.com,+1-699-651-1308,1937-04-02,Canada,PENDING,2025-04-18,2026-01-22
CUST000074,Charles,Gonzalez,charles.gonzalez@company.com,+1-953-496-3136,1980-02-20,India,REJECTED,2026-07-16,2026-01-22
CUST000075,David,Moore,david.moore@outlook.com,+1-914-726-2344,2003-04-30,UK,PENDING,2026-05-06,2026-01-22
CUST000076,Robert,Davis,robert.davis@company.com,+1-779-259-5872,2004-12-06,UK,PENDING,2026-09-30,2026-01-22
CUST000077,James,Smith,james.smith@gmail.com,12345678901234567890,1932-07-13,France,EXPIRED,2026-09-22,2026-01-22
CUST000078,Mary,Martinez,mary.martinez@gmail.com,+1-961-851-7463,1980-02-05,Japan,VERIFIED,2025-12-19,2026-01-22
CUST000079,Charles,Taylor,charles.taylor@yahoo.com,+1-401-267-5756,1945-05-19,Australia,EXPIRED,2026-05-08,2026-01-22
CUST000080,Lisa,Wilson,lisa.wilson@company.com,+1-866-672-2067,1990-05-17,Spain,NOT_STARTED,2025-06-15,2026-01-22
CUST000081,John,Thomas,john.thomas@yahoo.com,+1-778-293-8569,1983-02-03,France,VERIFIED,2025-09-23,2026-01-22
CUST000082,Charles,Johnson,charles.johnson@outlook.com,+1-723-861-8289,NOT_A_DATE,India,NOT_STARTED,2026-04-26,2026-01-22
CUST000083,Michael,Taylor,michael@,+1-821-702-3939,2005-06-27,France,REJECTED,2025-04-10,2026-01-22
CUST000084,Jennifer,Smith,jennifer.smith@company.com,+1-730-566-7052,1983-03-11,UK,PENDING,2026-04-24,2026-01-22
CUST000085,Thomas,,thomas.martinez@outlook.com,+1-530-524-3388,1963-01-05,USA,NOT_STARTED,2026-12-13,2026-01-22
CUST000086,Barbara,Johnson,barbara.johnson@yahoo.com,+1-465-349-4825,1943-09-20,Spain,REJECTED,2025-02-15,2026-01-22
CUST000087,Sarah,Moore,sarah.moore@company.com,+1-737-533-1624,1966-03-21,Spain,PENDING,2026-05-25,2026-01-22
CUST000088,Barbara,Davis,barbara.davis@yahoo.com,+1-208-321-7260,1942-10-28,UK,NOT_STARTED,2026-12-26,2026-01-22
CUST000089,John,Lopez,john.lopez@yahoo.com,+1-399-263-3324,1960-10-24,UK,NOT_STARTED,2025-08-29,2026-01-22
CUST000090,Michael,Smith,michael.smith@gmail.com,+1-934-708-5194,1940-06-01,Australia,EXPIRED,2026-12-15,2026-01-22
CUST000091,David,Jones,david.jones@yahoo.com,+1-839-227-5942,1953-08-07,Japan,PENDING,2025-07-07,2026-01-22
CUST000092,Linda,,linda.lopez@gmail.com,+1-764-767-2848,2006-01-07,UK,NOT_STARTED,2025-12-23,2026-01-22
CUST000093,William,Moore,william.moore@gmail.com,+1-453-268-3931,2001-02-13,India,REJECTED,2025-04-06,2026-01-22
CUST000094,Emma,Jones,emma.jones@gmail.com,+1-535-326-2017,1939-03-10,Germany,REJECTED,2026-02-18,2026-01-22
CUST000095,Jane,Garcia,jane.garcia@yahoo.com,+1-752-969-6292,1944-05-08,Canada,PENDING,2025-08-19,2026-01-22
CUST000096,Jennifer,Brown,jennifer.brown@company.com,+1-898-323-9320,2006-10-19,UK,VERIFIED,2026-07-16,2026-01-22
CUST000097,Jane,Jones,jane.jones@outlook.com,+1-554-639-1378,1943-02-24,UK,EXPIRED,2026-07-11,2026-01-22
CUST000098,Barbara,Anderson,barbara.anderson@outlook.com,+1-309-868-3197,1957-09-29,Canada,VERIFIED,2026-04-18,2026-01-22
CUST000099,David,Wilson,david.wilson@gmail.com,+1-918-536-2142,1980-12-06,Japan,EXPIRED,2025-11-20,2026-01-22
CUST000100,Thomas,Jones,thomas.jones@company.com,+1-603-282-9338,1996-10-12,India,VERIFIED,2026-11-05,2026-01-22
CUST000101,Sarah,Wilson,sarah.wilson@outlook.com,+1-939-667-4404,2003-05-19,UK,REJECTED,2026-09-10,2026-01-22
CUST000102,Lisa,Thomas,lisa.thomas@gmail.com,+1-689-987-8961,1982-07-10,Japan,PENDING,2026-05-20,2026-01-22
CUST000103,Jennifer,Hernandez,jennifer.hernandez@company.com,+1-542-214-3760,1954-06-26,UK,REJECTED,2025-01-27,2026-01-22
CUST000104,Lisa,Davis,lisa.davis@gmail.com,+1-760-285-5171,2005-12-06,Canada,NOT_STARTED,2026-11-18,2026-01-22
CUST000105,Sarah,Moore,sarah.moore@yahoo.com,+1-429-904-4350,1989-01-31,Japan,EXPIRED,2025-03-04,2026-01-22
CUST000106,Thomas,Wilson,thomas.wilson@outlook.com,+1-785-322-3045,1991-08-11,Canada,REJECTED,2026-07-05,2026-01-22
CUST000107,Emma,Brown,emma.brown@gmail.com,+1-487-895-1756,1973-09-06,Australia,REJECTED,2025-06-18,2026-01-22
CUST000108,John,Hernandez,john.hernandez@yahoo.com,+1-664-652-1170,1932-01-02,Spain,VERIFIED,2027-01-14,2026-01-22
CUST000109,Thomas,Moore,thomas.moore@gmail.com,+1-358-260-3645,1937-07-05,Canada,PENDING,2025-05-27,2026-01-22
CUST000110,Michael,Anderson,michael.anderson@company.com,+1-692-550-6264,1988-08-15,France,EXPIRED,2026-10-04,2026-01-22
CUST000111,Linda,Lopez,linda.lopez@company.com,+1-788-548-5326,1957-01-20,Germany,PENDING,2026-07-01,2026-01-22
CUST000112,Barbara,Jones,barbara.jones@outlook.com,+1-756-267-5607,1955-09-02,Germany,EXPIRED,2025-05-14,2026-01-22
CUST000113,John,Moore,john.moore@gmail.com,+1-203-498-9181,1960-03-23,Germany,VERIFIED,2026-11-10,2026-01-22
CUST000114,Mary,Martinez,mary.martinez@gmail.com,+1-672-212-5738,1951-12-25,Japan,PENDING,2025-12-10,2026-01-22
CUST000115,Michael,Miller,michael.miller@outlook.com,+1-505-960-7948,1962-11-13,Spain,REJECTED,2026-09-14,2026-01-22
CUST000116,Emma,Wilson,emma.wilson@gmail.com,+1-768-923-2783,1952-03-29,France,PENDING,2026-10-21,2026-01-22
CUST000117,William,Johnson,william.johnson@outlook.com,+1-242-710-5659,1938-12-30,Spain,VERIFIED,2026-01-16,2026-01-22
CUST000118,William,Davis,william.davis@company.com,+1-598-426-8903,1971-07-28,USA,PENDING,2026-12-13,2026-01-22
CUST000119,Jane,Hernandez,jane.hernandez@outlook.com,+1-940-772-2216,1999-09-05,Canada,EXPIRED,2025-04-01,2026-01-22
CUST000120,Charles,Johnson,charles.johnson@outlook.com,+1-790-565-2641,1986-03-30,USA,PENDING,2026-05-17,2026-01-22
CUST000121,David,Williams,david.williams@outlook.com,+1-637-554-2758,1985-05-02,USA,EXPIRED,2025-11-06,2026-01-22
CUST000122,William,Williams,william.williams@company.com,+1-985-762-9980,1998-01-21,Australia,NOT_STARTED,2026-11-13,2026-01-22
CUST000123,Charles,Davis,charles.davis@outlook.com,+1-520-280-4002,2000-02-07,Spain,VERIFIED,2026-01-12,2026-01-22
CUST000124,,Gonzalez,michael.gonzalez@yahoo.com,+1-276-764-4930,1930-06-04,India,PENDING,2025-12-29,2026-01-22
CUST000125,Richard,Gonzalez,richard.gonzalez@yahoo.com,+1-940-593-6923,1971-11-26,India,REJECTED,2026-09-11,2026-01-22
CUST000126,Michael,Johnson,michael.johnson@gmail.com,+1-601-715-8587,1937-05-27,Germany,PENDING,2025-12-26,2026-01-22
CUST000127,Charles,Smith,charles.smith@gmail.com,+1-855-217-2423,1988-02-28,France,REJECTED,2025-05-19,2026-01-22
CUST000128,Mary,Brown,mary.brown@gmail.com,+1-786-798-6259,1969-06-07,Italy,VERIFIED,2026-08-21,2026-01-22
CUST000129,Emma,Hernandez,emma.hernandez@yahoo.com,+1-342-253-7364,1982-05-31,UK,EXPIRED,2025-11-23,2026-01-22
CUST000130,Jennifer,Miller,jennifer.miller@yahoo.com,+1-771-745-8117,1990-06-29,Italy,EXPIRED,2025-12-30,2026-01-22
CUST000131,John,Rodriguez,john.rodriguez@yahoo.com,+1-574-870-6139,1938-08-16,UK,NOT_STARTED,2026-06-30,2026-01-22
CUST000132,David,Miller,david.miller@yahoo.com,+1-217-974-9750,1936-01-13,Australia,EXPIRED,2025-11-01,2026-01-22
CUST000133,,Brown,lisa.brown@outlook.com,+1-678-400-6983,1959-06-03,India,REJECTED,2025-03-11,2026-01-22
CUST000134,Thomas,,thomas.lopez@company.com,+1-778-864-5890,2004-06-28,France,NOT_STARTED,2025-02-14,2026-01-22
CUST000135,Sarah,Anderson,sarah.anderson@outlook.com,+1-369-881-3001,2003-01-10,Italy,VERIFIED,2025-12-17,2026-01-22
CUST000136,Thomas,Anderson,thomas.anderson@gmail.com,+1-301-455-8838,1976-07-07,Canada,REJECTED,2026-01-15,2026-01-22
CUST000137,Jennifer,Jones,jennifer.jones@company.com,+1-323-640-9586,1971-02-18,India,EXPIRED,2026-03-14,2026-01-22
CUST000138,Barbara,Thomas,barbara.thomas@outlook.com,+1-826-411-6694,1994-06-17,Germany,PENDING,2026-10-21,2026-01-22
CUST000139,Emma,Martinez,emma.martinez@gmail.com,+1-791-512-9821,1984-09-16,Germany,NOT_STARTED,2026-10-26,2026-01-22
CUST000140,Thomas,Anderson,thomas.anderson@outlook.com,+1-768-883-1676,2009-10-05,Japan,VERIFIED,2025-06-23,2026-01-22
CUST000141,John,Smith,john.smith@company.com,+1-378-913-3367,1963-07-10,France,VERIFIED,2026-01-28,2026-01-22
CUST000142,Jennifer,Lopez,jennifer.lopez@gmail.com,+1-861-410-2964,1994-09-28,India,EXPIRED,2026-09-12,2026-01-22
CUST000143,Richard,Gonzalez,richard.gonzalez@outlook.com,+1-697-962-4478,1937-05-12,UK,EXPIRED,2025-04-17,2026-01-22
CUST000144,Thomas,Martinez,thomas.martinez@outlook.com,+1-831-515-4031,1947-02-20,France,PENDING,2026-09-21,2026-01-22
CUST000145,Thomas,Martinez,thomas.martinez@outlook.com,+1-790-366-4619,1993-12-18,Australia,REJECTED,2025-06-07,2026-01-22
CUST000146,Patricia,Jones,patricia.jones@outlook.com,+1-455-400-1048,2007-04-21,UK,PENDING,2025-12-15,2026-01-22
CUST000147,Linda,Martinez,linda.martinez@outlook.com,+1-423-911-9460,1971-12-28,UK,EXPIRED,2025-08-02,2026-01-22
CUST000148,Jane,Anderson,jane.anderson@outlook.com,+1-933-603-2202,1982-03-18,India,EXPIRED,2026-10-09,2026-01-22
CUST000149,James,Miller,james.miller@company.com,+1-252-284-2017,1966-09-01,USA,EXPIRED,2025-04-03,2026-01-22
CUST000150,Richard,Rodriguez,richard.rodriguez@company.com,+1-200-915-1599,1952-09-23,USA,NOT_STARTED,2026-02-05,2026-01-22
CUST000151,Jane,Gonzalez,jane.gonzalez@yahoo.com,+1-268-789-9595,2008-05-28,Canada,PENDING,2025-04-03,2026-01-22
CUST000152,David,Smith,david.smith@company.com,+1-686-393-1855,1992-07-01,India,REJECTED,2026-12-17,2026-01-22
CUST000153,Barbara,Jones,barbara.jones@yahoo.com,+1-840-295-2814,1956-06-13,Italy,VERIFIED,2025-12-10,2026-01-22
CUST000154,David,Moore,david.moore@yahoo.com,+1-855-566-6114,1957-04-26,UK,REJECTED,2026-09-11,2026-01-22
CUST000155,Robert,Miller,robert.miller@outlook.com,+1-493-368-1195,1991-04-11,Germany,VERIFIED,2025-01-24,2026-01-22
CUST000156,Jane,Anderson,jane.anderson@outlook.com,+1-532-768-7049,1956-11-25,India,EXPIRED,2026-10-12,2026-01-22
CUST000157,Charles,Smith,charles.smith@outlook.com,+1-283-879-8498,1957-08-24,UK,REJECTED,2025-12-29,2026-01-22
CUST000158,Charles,Lopez,charles.lopez@company.com,+1-411-324-5428,1971-05-19,Germany,PENDING,2026-06-17,2026-01-22
CUST000159,Patricia,Taylor,patricia.taylor@outlook.com,+1-735-689-2241,2009-02-15,UK,NOT_STARTED,2026-06-29,2026-01-22
CUST000160,Sarah,Miller,sarah.miller@outlook.com,+1-647-742-6073,1983-12-29,Italy,VERIFIED,2025-10-23,2026-01-22
CUST000161,Lisa,Garcia,lisa.garcia@gmail.com,+1-989-320-5863,2005-04-05,Spain,PENDING,2027-01-07,2026-01-22
CUST000162,John,Brown,john.brown@outlook.com,+1-973-908-1638,2004-05-01,Japan,REJECTED,2026-03-18,2026-01-22
CUST000163,Jane,Hernandez,jane.hernandez@outlook.com,+1-854-750-7936,1977-03-02,Italy,REJECTED,2025-08-29,2026-01-22
CUST000164,John,Lopez,john.lopez@outlook.com,+1-249-439-2531,1999-03-23,Germany,VERIFIED,2026-04-23,2026-01-22
CUST000165,Richard,Brown,richard.brown@outlook.com,+1-203-877-2043,1943-04-18,Japan,REJECTED,2025-08-18,2026-01-22
CUST000166,Mary,Johnson,mary.johnson@company.com,12345678901234567890,1976-04-09,USA,VERIFIED,2026-01-12,2026-01-22
CUST000167,William,Rodriguez,william.rodriguez@outlook.com,+1-569-474-3580,1956-07-29,UK,REJECTED,2026-08-27,2026-01-22
CUST000168,Emma,Jones,emma.jones@company.com,+1-830-652-8372,1954-11-02,Australia,REJECTED,2025-10-12,2026-01-22
CUST000169,Jane,Davis,jane.davis@gmail.com,+1-786-877-7533,1947-10-25,Canada,VERIFIED,2025-04-11,2026-01-22
CUST000170,,Davis,robert.davis@company.com,+1-415-267-7717,1951-03-15,France,NOT_STARTED,2026-08-13,2026-01-22
CUST000171,,Gonzalez,sarah.gonzalez@gmail.com,+1-759-772-1329,1996-05-15,Japan,EXPIRED,2026-02-04,2026-01-22
CUST000172,Sarah,Jones,sarah.jones@company.com,+1-457-831-8732,1996-04-16,Germany,PENDING,2025-06-09,2026-01-22
CUST000173,Patricia,Hernandez,patricia.hernandez@gmail.com,+1-339-312-9643,1995-08-27,Germany,PENDING,2025-01-27,2026-01-22
CUST000174,Lisa,Williams,lisa.williams@gmail.com,+1-316-853-1104,1997-02-03,Italy,NOT_STARTED,2027-01-04,2026-01-22
CUST000175,Charles,Garcia,charles.garcia@gmail.com,+1-336-434-1643,1938-03-11,USA,PENDING,2025-04-14,2026-01-22
CUST000176,Michael,Martinez,michael.martinez@gmail.com,+1-571-275-2250,1943-10-08,Germany,EXPIRED,2025-06-24,2026-01-22
CUST000177,Jane,Williams,jane.williams@company.com,+1-379-551-5079,1948-11-01,Spain,VERIFIED,2025-09-12,2026-01-22
CUST000178,Patricia,Taylor,patricia.taylor@company.com,+1-537-545-3352,1959-11-09,Canada,NOT_STARTED,2025-11-25,2026-01-22
CUST000179,William,Davis,william.davis@gmail.com,+1-605-638-2273,1944-09-03,Australia,NOT_STARTED,2025-11-14,2026-01-22
CUST000180,Thomas,Martinez,thomas.martinez@gmail.com,+1-630-565-1011,1932-11-13,Italy,REJECTED,2026-05-26,2026-01-22
CUST000181,Lisa,Garcia,lisa.garcia@company.com,+1-743-626-2267,1975-01-15,Japan,EXPIRED,2026-08-24,2026-01-22
CUST000182,Patricia,Gonzalez,patricia.gonzalez@gmail.com,+1-292-756-1110,1956-01-09,Italy,EXPIRED,2027-01-20,2026-01-22
CUST000183,Emma,Anderson,emma@,+1-903-739-3577,1995-05-13,USA,PENDING,2026-02-14,2026-01-22
CUST000184,Richard,Garcia,richard.garcia@outlook.com,+1-956-711-5421,1989-08-01,USA,REJECTED,2025-11-29,2026-01-22
CUST000185,,Wilson,jane.wilson@company.com,+1-410-551-3599,1948-07-30,USA,NOT_STARTED,2026-10-12,2026-01-22
CUST000186,David,Gonzalez,david.gonzalez@outlook.com,+1-865-921-2858,1988-12-21,Japan,REJECTED,2026-06-09,2026-01-22
CUST000187,Thomas,Moore,thomas.moore@company.com,+1-745-929-3498,1992-10-19,Germany,VERIFIED,2025-12-20,2026-01-22
CUST000188,Linda,Davis,linda.davis@gmail.com,+1-914-678-6760,1952-08-03,Japan,NOT_STARTED,2025-11-28,2026-01-22
CUST000189,Jane,Garcia,jane.garcia@company.com,+1-558-324-4029,1993-03-15,Australia,PENDING,2025-09-07,2026-01-22
CUST000190,William,Thomas,william.thomas@yahoo.com,+1-539-625-1504,1988-11-15,Canada,EXPIRED,2025-06-14,2026-01-22
CUST000191,Sarah,Moore,sarah.moore@company.com,+1-741-960-2943,1973-05-31,India,VERIFIED,2026-08-27,2026-01-22
CUST000192,Emma,,,+1-462-426-1520,1955-10-09,Japan,EXPIRED,2025-12-18,2026-01-22
CUST000193,,Smith,mary.smith@yahoo.com,+1-467-816-9502,1945-10-31,Germany,EXPIRED,2026-03-09,2026-01-22
CUST000194,Charles,,charles.lopez@yahoo.com,+1-933-674-3084,1992-10-18,Australia,EXPIRED,2025-06-28,2026-01-22
CUST000195,Lisa,Johnson,lisa.johnson@outlook.com,+1-666-360-6107,1953-12-13,India,PENDING,2026-10-26,2026-01-22
CUST000196,Emma,Anderson,emma.anderson@outlook.com,+1-962-281-6839,1977-11-01,Australia,EXPIRED,2027-01-22,2026-01-22
CUST000197,Mary,Moore,mary.moore@outlook.com,+1-386-588-5568,1934-09-19,USA,VERIFIED,2026-05-21,2026-01-22
CUST000198,Emma,Smith,emma.smith@company.com,+1-533-303-9288,1948-08-26,Italy,REJECTED,2026-02-15,2026-01-22
CUST000199,Thomas,Williams,thomas.williams@yahoo.com,+1-597-653-6449,1975-05-13,,EXPIRED,2025-11-22,2026-01-22
CUST000200,Patricia,Moore,patricia.moore@company.com,+1-687-771-3283,1979-09-17,Spain,NOT_STARTED,2026-02-16,2026-01-22
CUST000201,David,Taylor,david.taylor@gmail.com,+1-430-969-3439,1990-07-25,Germany,REJECTED,2026-04-14,2026-01-22
CUST000202,Richard,Johnson,richard.johnson@gmail.com,+1-556-415-8109,2003-12-20,UK,REJECTED,2025-06-17,2026-01-22
CUST000203,Mary,Garcia,mary.garcia@outlook.com,+1-533-428-5319,1953-08-31,Spain,EXPIRED,2025-03-25,2026-01-22
CUST000204,Mary,Martinez,mary.martinez@yahoo.com,+1-532-967-5305,1948-09-07,India,VERIFIED,2025-09-05,2026-01-22
