customer_id,first_name,last_name,email,phone,date_of_birth,country,kyc_status,created_date,last_updated
CUST000021,,Martinez,lisa.martinez@yahoo.com,+1-435-412-9783,1972-11-28,India,REJECTED,2026-05-03,2026-01-22
CUST000022,Lisa,Jones,lisa.jones@yahoo.com,+1-389-600-4146,1968-09-20,India,PENDING,2025-03-13,2026-01-22
CUST000023,Barbara,Martinez,barbara.martinez@yahoo.com,+1-614-568-1728,1962-02-15,Germany,NOT_STARTED,2026-04-30,2026-01-22
CUST000024,Jane,Garcia,jane.garcia@outlook.com,+1-206-537-5770,1984-11-19,Australia,VERIFIED,2026-02-08,2026-01-22
CUST000025,John,Smith,john@invalid,+1-435-279-4038,1961-04-13,Australia,PENDING,2025-06-15,2026-01-22
CUST000026,Mary,Martinez,mary.martinez@yahoo.com,+1-833-800-3882,1961-07-19,UK,VERIFIED,2026-06-03,2026-01-22
CUST000027,James,Rodriguez,james.rodriguez@outlook.com,+1-278-461-7472,1973-10-03,UK,NOT_STARTED,2025-02-26,2026-01-22
CUST000028,Jane,Lopez,jane.lopez@gmail.com,+1-986-777-3654,1940-04-20,Spain,NOT_STARTED,2025-02-20,2026-01-22
CUST000029,Michael,Hernandez,michael.hernandez@outlook.com,+1-478-694-8407,1946-06-13,Italy,NOT_STARTED,2026-08-13,2026-01-22
CUST000030,Charles,Martinez,charles.martinez@gmail.com,+1-489-278-7705,1963-08-28,India,EXPIRED,2025-03-27,2026-01-22
CUST000031,William,Johnson,william.johnson@outlook.com,+1-279-821-6495,1987-08-08,Canada,NOT_STARTED,2025-06-25,2026-01-22
CUST000032,Linda,Martinez,linda.martinez@company.com,+1-390-524-1782,1949-01-23,India,VERIFIED,2025-11-20,2026-01-22
CUST000033,Mary,Miller,mary.miller@gmail.com,+1-510-366-5975,1991-03-01,USA,NOT_STARTED,2026-09-12,2026-01-22
CUST000034,Emma,Lopez,emma.lopez@company.com,+1-929-703-3305,1973-09-21,,EXPIRED,2025-05-24,2026-01-22
CUST000035,Barbara,Taylor,barbara.taylor@company.com,+1-945-512-1502,1958-07-23,India,REJECTED,2025-04-22,2026-01-22
CUST000036,Jennifer,Johnson,jennifer.johnson@company.com,+1-273-484-5787,2003-03-09,India,NOT_STARTED,2026-07-01,2026-01-22
CUST000037,James,Jones,james.jones@outlook.com,+1-527-637-5522,1985-03-30,France,REJECTED,2026-01-17,2026-01-22
CUST000038,Emma,Wilson,emma.wilson@yahoo.com,+1-623-737-8593,2005-10-27,UK,VERIFIED,2026-10-29,2026-01-22
CUST000039,Robert,Wilson,robert.wilson@yahoo.com,+1-731-497-7684,1960-06-20,Japan,VERIFIED,2025-11-13,2026-01-22
CUST000040,John,Anderson,john.anderson@yahoo.com,+1-294-724-2601,1930-07-12,Italy,REJECTED,2026-05-07,2026-01-22
CUST000041,Linda,Garcia,linda.garcia@yahoo.com,+1-313-814-7631,1998-11-12,Germany,VERIFIED,2025-04-03,2026-01-22
CUST000042,Barbara,Hernandez,barbara.hernandez@company.com,+1-716-798-6120,1958-07-07,UK,NOT_STARTED,2026-03-13,2026-01-22
CUST000043,Linda,Johnson,linda.johnson@company.com,+1-541-983-6766,1950-09-08,Spain,PENDING,2025-07-06,2026-01-22
CUST000044,John,Gonzalez,john.gonzalez@gmail.com,+1-387-468-4021,2001-11-19,USA,NOT_STARTED,2025-02-10,2026-01-22
CUST000045,James,,james.moore@company.com,+1-584-840-5918,2004-08-09,Canada,NOT_STARTED,2026-05-30,2026-01-22
CUST000046,Michael,Anderson,michael.anderson@gmail.com,+1-958-284-9234,1946-11-27,UK,PENDING,2025-07-04,2026-01-22
CUST000047,John,Davis,john.davis@company.com,+1-359-411-7593,1971-11-21,Spain,REJECTED,2025-06-10,2026-01-22
CUST000048,Linda,Davis,linda.davis@company.com,+1-300-479-8884,1977-05-16,Italy,REJECTED,2025-05-04,2026-01-22
CUST000049,Emma,Moore,emma.moore@company.com,+1-507-348-1660,1998-01-06,France,NOT_STARTED,2026-01-20,2026-01-22
CUST000050,Thomas,Taylor,thomas.taylor@gmail.com,+1-421-555-3377,1948-02-03,USA,REJECTED,2026-04-26,2026-01-22
CUST000051,James,Williams,james.williams@gmail.com,+1-395-268-4662,1947-06-30,India,NOT_STARTED,2027-01-09,2026-01-22
CUST000052,William,Jones,william.jones@yahoo.com,+1-399-310-4833,1955-12-19,Germany,REJECTED,2025-04-15,2026-01-22
CUST000053,William,Gonzalez,william.gonzalez@gmail.com,+1-981-777-8454,1946-07-11,Canada,EXPIRED,2025-06-24,2026-01-22
CUST000054,Charles,Brown,charles.brown@yahoo.com,+1-985-302-3200,1973-05-02,Australia,PENDING,2026-04-04,2026-01-22
CUST000055,,Lopez,linda.lopez@outlook.com,+1-256-313-5516,1942-03-14,Australia,PENDING,2025-04-10,2026-01-22
CUST000056,Lisa,Wilson,lisa.wilson@yahoo.com,+1-794-313-1291,1947-04-05,Italy,REJECTED,2026-08-02,2026-01-22
CUST000057,Thomas,Smith,thomas.smith@gmail.com,+1-938-512-7921,1974-01-01,France,PENDING,2025-09-12,2026-01-22
CUST000058,Charles,Miller,charles.miller@gmail.com,+1-201-330-3768,1947-03-11,Spain,VERIFIED,2025-04-20,2026-01-22
CUST000059,James,Moore,james.moore@outlook.com,+1-948-220-9125,1999-09-20,Japan,NOT_STARTED,2025-03-28,2026-01-22
CUST000060,James,,james.brown@outlook.com,,1949-07-02,Germany,VERIFIED,2026-03-27,2026-01-22
CUST000061,William,Gonzalez,william.gonzalez@yahoo.com,+1-482-305-2745,1991-08-22,Germany,EXPIRED,2026-04-10,2026-01-22
CUST000062,Linda,Garcia,linda.garcia@yahoo.com,+1-366-659-2008,1994-10-17,Japan,REJECTED,2025-09-26,2026-01-22
CUST000063,Linda,Jones,linda.jones@company.com,+1-361-707-6102,1942-08-24,UK,NOT_STARTED,2026-07-10,2026-01-22
CUST000064,David,Thomas,david.thomas@outlook.com,+1-303-418-1223,1997-11-23,Italy,VERIFIED,2026-11-21,2026-01-22
CUST000065,Charles,Wilson,charles.wilson@gmail.com,+1-845-521-9433,1959-04-14,Italy,NOT_STARTED,2025-08-13,2026-01-22
CUST000066,Linda,Miller,linda.miller@gmail.com,+1-853-639-7826,1961-11-12,Australia,VERIFIED,2025-02-14,2026-01-22
CUST000067,Lisa,Lopez,lisa.lopez@company.com,+1-889-276-4509,1980-02-22,India,EXPIRED,2025-10-25,2026-01-22
CUST000068,Thomas,Garcia,thomas.garcia@outlook.com,+1-813-331-5803,1971-08-13,Canada,NOT_STARTED,2026-09-11,2026-01-22
CUST000069,Charles,Gonzalez,charles.gonzalez@outlook.com,+1-733-517-4648,1949-06-07,USA,REJECTED,2025-12-30,2026-01-22
CUST000070,James,Martinez,james.martinez@outlook.com,+1-888-384-1192,1948-12-08,Japan,EXPIRED,2026-03-27,2026-01-22
CUST000071,Robert,Taylor,robert.taylor@yahoo.com,+1-978-981-8529,1986-11-25,Japan,EXPIRED,2025-11-24,2026-01-22
CUST000072,Sarah,Brown,sarah.brown@yahoo.com,+1-585-442-5236,1951-07-16,France,PENDING,2026-10-18,2026-01-22
CUST000073,Jane,Hernandez,jane.hernandez@gmail.com,+1-955-269-9842,1980-12-17,USA,NOT_STARTED,2026-05-13,2026-01-22
CUST000074,,Gonzalez,david.gonzalez@outlook.com,+1-292-377-7063,1959-12-23,India,PENDING,2025-06-08,2026-01-22
CUST000075,Charles,Gonzalez,charles.gonzalez@gmail.com,+1-440-736-6123,1986-02-20,India,PENDING,2026-12-11,2026-01-22
CUST000076,Lisa,Lopez,lisa.lopez@outlook.com,+1-394-709-4752,2009-11-09,USA,VERIFIED,2026-03-17,2026-01-22
CUST000077,Richard,Brown,richard.brown@outlook.com,+1-346-684-8108,2003-11-28,Canada,VERIFIED,2026-05-15,2026-01-22
CUST000078,Patricia,Brown,patricia.brown@yahoo.com,+1-384-514-4429,1995-08-09,UK,PENDING,2026-02-05,2026-01-22
CUST000079,Jane,Williams,jane.williams@yahoo.com,+1-249-535-3578,1974-12-06,Italy,VERIFIED,2025-06-17,2026-01-22
CUST000080,Jane,Smith,jane.smith@outlook.com,+1-983-465-1591,1983-01-05,USA,EXPIRED,2025-06-08,2026-01-22
CUST000081,Jane,Martinez,jane.martinez@outlook.com,+1-220-959-5646,1999-06-18,Japan,PENDING,2026-07-04,2026-01-22
CUST000082,Patricia,Lopez,patricia.lopez@company.com,12345678901234567890,1975-09-29,UK,PENDING,2025-07-10,2026-01-22
CUST000083,Jennifer,Garcia,jennifer.garcia@gmail.com,+1-654-370-4672,1972-05-23,UK,EXPIRED,2025-10-07,2026-01-22
CUST000084,,Jones,robert.jones@outlook.com,+1-960-664-9091,1983-01-27,Canada,REJECTED,2026-04-07,2026-01-22
CUST000085,Richard,Hernandez,richard.hernandez@outlook.com,+1-303-715-1317,1947-03-18,France,VERIFIED,2026-07-01,2026-01-22
CUST000086,Richard,Garcia,richard.garcia@company.com,+1-871-662-8087,1973-02-26,Italy,NOT_STARTED,2025-09-02,2026-01-22
CUST000087,Sarah,Lopez,sarah.lopez@gmail.com,+1-771-532-2026,1950-02-10,Japan,VERIFIED,2025-03-04,2026-01-22
CUST000088,Sarah,Moore,sarah.moore@gmail.com,+1-701-208-8923,1939-06-06,Canada,PENDING,2025-08-29,2026-01-22
CUST000089,Sarah,Garcia,sarah.garcia@company.com,+1-692-401-5148,2004-02-25,India,REJECTED,2026-01-06,2026-01-22
CUST000090,Mary,Jones,mary.jones@company.com,+1-803-219-1804,1997-11-01,Italy,NOT_STARTED,2027-01-14,2026-01-22
CUST000091,Michael,Davis,michael.davis@company.com,+1-326-713-1411,1958-07-15,Japan,NOT_STARTED,2025-04-19,2026-01-22
CUST000092,Mary,Smith,mary.smith@gmail.com,+1-318-549-3872,1932-01-30,Italy,NOT_STARTED,2026-09-02,2026-01-22
CUST000093,Jane,Williams,jane.williams@gmail.com,+1-885-864-8585,1982-09-03,Japan,NOT_STARTED,2026-04-25,2026-01-22
CUST000094,Patricia,Thomas,patricia.thomas@yahoo.com,+1-900-369-5635,1967-10-07,India,REJECTED,2026-01-26,2026-01-22
CUST000095,William,Wilson,william.wilson@company.com,+1-351-546-9418,1961-02-17,Spain,PENDING,2025-10-22,2026-01-22
CUST000096,Charles,Martinez,charles.martinez@company.com,+1-524-706-8842,1959-04-25,Japan,VERIFIED,2026-06-02,2026-01-22
CUST000097,Jennifer,Anderson,jennifer.anderson@outlook.com,+1-722-982-9791,2007-05-19,India,NOT_STARTED,2026-03-22,2026-01-22
CUST000098,John,Martinez,john.martinez@company.com,+1-383-684-1245,1946-02-28,USA,REJECTED,2025-05-20,2026-01-22
CUST000099,Lisa,Taylor,lisa.taylor@yahoo.com,+1-911-834-9199,1998-02-13,Australia,EXPIRED,2025-10-27,2026-01-22
CUST000100,Richard,Hernandez,richard.hernandez@outlook.com,+1-592-809-5943,1956-03-06,Australia,EXPIRED,2025-05-28,2026-01-22
CUST000101,William,Garcia,william.garcia@gmail.com,+1-780-310-1166,1969-08-20,USA,VERIFIED,2025-11-14,2026-01-22
CUST000102,Barbara,Davis,barbara.davis@gmail.com,+1-534-646-5196,1955-08-01,Germany,REJECTED,2026-07-16,2026-01-22
CUST000103,David,Jones,david.jones@yahoo.com,+1-262-819-1429,1988-11-17,Germany,PENDING,2025-12-26,2026-01-22
CUST000104,Lisa,Moore,lisa.moore@outlook.com,+1-611-910-5660,1998-03-17,,REJECTED,2025-08-26,2026-01-22
CUST000105,Sarah,Martinez,sarah.martinez@gmail.com,+1-584-331-3003,1948-04-12,Canada,VERIFIED,2025-02-08,2026-01-22
CUST000106,Jennifer,Rodriguez,jennifer.rodriguez@outlook.com,+1-809-961-2992,1975-11-18,Canada,VERIFIED,2025-03-11,2026-01-22
CUST000107,Jane,Jones,jane.jones@yahoo.com,+1-650-503-7696,1996-02-24,India,REJECTED,2026-12-16,2026-01-22
CUST000108,Jane,Lopez,jane.lopez@outlook.com,+1-858-470-1292,1989-12-25,Canada,PENDING,2025-07-09,2026-01-22
CUST000109,Robert,Williams,robert.williams@outlook.com,+1-638-922-7147,1939-07-17,Australia,VERIFIED,2026-09-18,2026-01-22
CUST000110,Mary,Gonzalez,mary.gonzalez@outlook.com,+1-337-847-3228,1945-03-28,Italy,REJECTED,2026-09-11,2026-01-22
CUST000111,Thomas,Lopez,thomas.lopez@outlook.com,+1-924-603-8100,1930-03-08,Italy,NOT_STARTED,2025-03-25,2026-01-22
CUST000112,Lisa,Rodriguez,lisa.rodriguez@gmail.com,+1-301-920-3613,1974-05-14,Australia,REJECTED,2025-09-08,2026-01-22
CUST000113,Michael,,michael.martinez@company.com,+1-797-419-1142,2003-03-30,Italy,EXPIRED,2025-04-07,2026-01-22
CUST000114,Robert,Miller,robert.miller@company.com,+1-239-456-2713,1991-08-07,India,REJECTED,2025-05-02,2026-01-22
CUST000115,Michael,Martinez,michael.martinez@outlook.com,,1936-06-27,Spain,EXPIRED,2026-05-26,2026-01-22
CUST000116,,Gonzalez,barbara.gonzalez@outlook.com,+1-275-477-7842,1981-07-10,Australia,VERIFIED,2026-07-11,2026-01-22
CUST000117,Lisa,Davis,lisa.davis@gmail.com,+1-843-608-2266,1986-02-12,USA,EXPIRED,2025-08-05,2026-01-22
CUST000118,Sarah,,sarah.gonzalez@yahoo.com,+1-676-942-8403,1946-02-06,India,NOT_STARTED,2026-02-19,2026-01-22
CUST000119,William,Gonzalez,william.gonzalez@gmail.com,+1-883-684-8691,1958-07-17,France,VERIFIED,2026-11-02,2026-01-22
CUST000120,Emma,Moore,emma.moore@yahoo.com,+1-958-600-3237,1974-07-24,USA,VERIFIED,2026-10-28,2026-01-22
CUST000121,Jennifer,Johnson,jennifer.johnson@company.com,+1-734-947-7087,1958-04-27,India,PENDING,2025-03-23,2026-01-22
CUST000122,Patricia,Taylor,patricia.taylor@outlook.com,+1-229-449-6515,1945-03-25,France,EXPIRED,2025-08-08,2026-01-22
CUST000123,Thomas,Hernandez,thomas.hernandez@outlook.com,+1-548-788-9508,1974-07-21,France,NOT_STARTED,2026-08-20,2026-01-22
CUST000124,Sarah,Moore,sarah.moore@company.com,+1-270-802-3892,1955-06-10,Australia,EXPIRED,2026-09-14,2026-01-22
CUST000125,Thomas,Williams,thomas.williams@gmail.com,+1-215-231-3362,1955-12-17,Canada,PENDING,2026-11-29,2026-01-22
CUST000126,,Jones,thomas.jones,+1-345-905-4609,1991-05-10,France,EXPIRED,2026-09-14,2026-01-22
CUST000127,Mary,Moore,mary.moore@yahoo.com,+1-871-381-3203,2009-01-17,India,PENDING,2026-03-21,2026-01-22
CUST000128,Linda,Smith,linda.smith@yahoo.com,+1-948-856-1578,1946-08-16,Germany,REJECTED,2025-06-07,2026-01-22
CUST000129,William,Johnson,william.johnson@yahoo.com,+1-655-524-1138,2002-10-12,Italy,REJECTED,2026-12-09,2026-01-22
CUST000130,,Miller,linda.miller@gmail.com,+1-597-483-3265,1975-07-07,USA,EXPIRED,2026-09-21,2026-01-22
CUST000131,William,Lopez,william.lopez@company.com,+1-315-685-4474,1956-06-03,UK,VERIFIED,2025-07-21,2026-01-22
CUST000132,Jennifer,Johnson,jennifer.johnson@gmail.com,+1-493-465-4283,1995-05-11,Italy,VERIFIED,2025-01-27,2026-01-22
CUST000133,Mary,Brown,mary.brown@company.com,+1-647-718-9638,1971-09-05,Germany,EXPIRED,2025-04-05,2026-01-22
CUST000134,Jennifer,Taylor,jennifer.taylor@company.com,+1-915-508-4188,1936-02-13,USA,REJECTED,2026-03-09,2026-01-22
CUST000135,Jennifer,Jones,jennifer.jones@gmail.com,+1-274-757-3909,1942-03-10,Canada,PENDING,2026-04-24,2026-01-22
CUST000136,Sarah,Wilson,sarah.wilson@yahoo.com,+1-980-699-3263,1958-11-06,Italy,EXPIRED,2025-06-07,2026-01-22
CUST000137,Lisa,Garcia,lisa.garcia@outlook.com,+1-491-414-7371,1981-06-11,UK,PENDING,2026-01-26,2026-01-22
CUST000138,Jennifer,Wilson,jennifer.wilson@company.com,+1-974-429-6558,2003-10-17,Canada,EXPIRED,2025-11-16,2026-01-22
CUST000139,William,Lopez,william.lopez@gmail.com,123,NOT_A_DATE,Australia,VERIFIED,2025-04-25,2026-01-22
CUST000140,Barbara,Martinez,barbara.martinez@company.com,+1-298-485-1083,1948-04-24,Italy,NOT_STARTED,2026-07-14,2026-01-22
CUST000141,Lisa,Williams,lisa.williams@yahoo.com,+1-209-563-7305,1938-05-30,Germany,EXPIRED,2025-08-18,2026-01-22
CUST000142,Barbara,,barbara.garcia@company.com,123,1945-08-10,Italy,NOT_STARTED,2025-04-04,2026-01-22
CUST000143,Richard,Thomas,richard.thomas@company.com,+1-556-489-8021,1995-06-19,Spain,VERIFIED,2025-12-20,2026-01-22
CUST000144,,Jones,jennifer.jones@outlook.com,+1-603-490-8999,1964-03-05,Germany,NOT_STARTED,2025-08-14,2026-01-22
CUST000145,Robert,Jones,robert.jones@company.com,+1-580-927-2867,1989-03-25,Italy,VERIFIED,2025-04-27,2026-01-22
CUST000146,James,Jones,james.jones@gmail.com,+1-207-625-7861,1930-09-22,Canada,VERIFIED,2026-10-23,2026-01-22
CUST000147,Richard,Miller,richard.miller@yahoo.com,+1-983-843-2772,1994-05-28,Germany,NOT_STARTED,2026-04-01,2026-01-22
CUST000148,,Thomas,lisa.thomas@yahoo.com,+1-346-297-1196,1981-08-22,Italy,REJECTED,2027-01-03,2026-01-22
CUST000149,Thomas,Smith,thomas.smith@yahoo.com,+1-563-623-5546,1974-05-04,USA,NOT_STARTED,2026-08-09,2026-01-22
CUST000150,Mary,Wilson,,+1-925-801-1376,1975-04-22,Spain,VERIFIED,2025-08-17,2026-01-22
CUST000151,Lisa,Thomas,lisa.thomas@outlook.com,+1-760-267-3057,1952-07-22,Italy,EXPIRED,2026-03-08,2026-01-22
CUST000152,Emma,Jones,emma.jones@company.com,+1-836-236-8275,1968-09-01,UK,VERIFIED,2025-01-29,2026-01-22
CUST000153,,Taylor,john.taylor@company.com,+1-315-786-5179,1949-08-20,Japan,PENDING,2025-08-18,2026-01-22
CUST000154,Thomas,Jones,thomas.jones@gmail.com,+1-734-310-6629,1975-02-25,Italy,VERIFIED,2026-05-03,2026-01-22
CUST000155,Sarah,Martinez,sarah.martinez@outlook.com,+1-526-552-4854,1973-11-02,Japan,PENDING,2026-12-06,2026-01-22
CUST000156,John,Brown,john.brown@gmail.com,+1-688-542-3208,2009-05-18,Italy,VERIFIED,2026-09-08,2026-01-22
CUST000157,James,Martinez,james.martinez@yahoo.com,+1-755-336-9065,1980-11-07,UK,PENDING,2025-05-20,2026-01-22
CUST000158,Michael,Taylor,michael.taylor@yahoo.com,+1-763-420-4414,1971-07-31,Italy,EXPIRED,2026-07-15,2026-01-22
CUST000159,David,Taylor,david.taylor@outlook.com,+1-202-643-4389,1960-08-16,Spain,NOT_STARTED,2025-11-10,2026-01-22
CUST000160,William,Miller,william.miller@yahoo.com,+1-891-234-4005,1998-07-03,Japan,REJECTED,2025-08-17,2026-01-22
CUST000161,Emma,Anderson,emma.anderson@outlook.com,+1-568-611-2335,1948-04-29,Germany,NOT_STARTED,2025-05-02,2026-01-22
CUST000162,Robert,Jones,robert.jones@gmail.com,+1-587-656-5245,1998-10-18,Italy,VERIFIED,2026-08-29,2026-01-22
CUST000163,Richard,Rodriguez,richard.rodriguez@outlook.com,+1-439-870-6297,1977-11-28,France,PENDING,2026-05-16,2026-01-22
CUST000164,Thomas,Hernandez,thomas.hernandez@gmail.com,+1-241-429-3635,1996-06-08,Canada,VERIFIED,2025-09-16,2026-01-22
CUST000165,James,Smith,james.smith@company.com,+1-799-975-6164,2008-10-01,France,REJECTED,2026-12-18,2026-01-22
CUST000166,David,Garcia,david.garcia,+1-231-753-3187,1973-04-28,France,NOT_STARTED,2025-08-04,2026-01-22
CUST000167,William,Martinez,william.martinez@outlook.com,+1-442-669-8069,1974-12-03,France,PENDING,2025-04-05,2026-01-22
CUST000168,James,Jones,james.jones@outlook.com,+1-433-929-1223,1990-07-16,USA,NOT_STARTED,2026-11-09,2026-01-22
CUST000169,John,Moore,john.moore@gmail.com,+1-522-674-8575,1979-04-20,Australia,REJECTED,2025-02-10,2026-01-22
CUST000170,Richard,Thomas,richard.thomas@gmail.com,+1-725-455-7138,1956-02-17,India,EXPIRED,2026-08-17,2026-01-22
CUST000171,Sarah,Davis,sarah.davis@company.com,+1-981-630-4039,1937-09-25,France,PENDING,2025-09-06,2026-01-22
CUST000172,,Taylor,lisa.taylor@yahoo.com,+1-418-209-1550,1943-05-02,Canada,NOT_STARTED,2025-10-05,2026-01-22
CUST000173,David,Gonzalez,david.gonzalez@yahoo.com,+1-823-238-2117,1966-05-30,Italy,PENDING,2025-12-08,2026-01-22
CUST000174,Jennifer,Anderson,jennifer.anderson@outlook.com,+1-928-784-4986,1979-06-11,UK,NOT_STARTED,2025-09-10,2026-01-22
CUST000175,Robert,Hernandez,robert.hernandez@gmail.com,+1-696-270-8302,NOT_A_DATE,Germany,PENDING,2026-01-25,2026-01-22
CUST000176,John,Williams,john.williams@company.com,+1-581-651-9930,1941-01-16,Japan,VERIFIED,2025-01-26,2026-01-22
CUST000177,Lisa,Brown,lisa.brown@gmail.com,+1-478-449-1395,1940-07-05,Canada,EXPIRED,2025-12-03,2026-01-22
CUST000178,Jane,Hernandez,jane.hernandez@company.com,+1-438-432-8373,1984-02-15,Italy,PENDING,2026-04-14,2026-01-22
CUST000179,Richard,Hernandez,richard.hernandez@outlook.com,+1-437-742-6950,2005-12-29,Australia,REJECTED,2026-07-24,2026-01-22
CUST000180,Lisa,Jones,lisa.jones@outlook.com,+1-403-913-2472,2008-12-27,UK,PENDING,2025-04-18,2026-01-22
CUST000181,Emma,Gonzalez,emma.gonzalez@yahoo.com,+1-962-561-2258,1976-12-05,Spain,REJECTED,2026-11-30,2026-01-22
CUST000182,Richard,,richard.wilson@yahoo.com,+1-379-639-3512,1944-10-19,Canada,REJECTED,2026-01-15,2026-01-22
CUST000183,Jennifer,Martinez,jennifer.martinez@gmail.com,+1-981-871-6290,1992-07-30,UK,NOT_STARTED,2027-01-03,2026-01-22
CUST000184,Sarah,Smith,sarah.smith@yahoo.com,+1-333-544-9453,1977-09-26,Australia,NOT_STARTED,2026-04-20,2026-01-22
CUST000185,Patricia,Davis,patricia.davis@yahoo.com,+1-442-846-7079,1986-04-27,France,VERIFIED,2026-04-18,2026-01-22
CUST000186,Jennifer,Miller,jennifer.miller@outlook.com,+1-219-939-3468,1971-01-13,Canada,VERIFIED,2026-09-08,2026-01-22
CUST000187,William,Jones,william.jones@company.com,+1-951-958-3827,1992-11-26,Canada,EXPIRED,2025-05-22,2026-01-22
CUST000188,William,Taylor,william.taylor@gmail.com,+1-750-643-8966,1997-07-06,Australia,EXPIRED,2026-03-29,2026-01-22
CUST000189,Patricia,Martinez,patricia.martinez@yahoo.com,+1-681-403-6218,2005-03-16,Spain,VERIFIED,2025-02-03,2026-01-22
CUST000190,Barbara,Johnson,barbara.johnson@outlook.com,+1-649-462-7860,1951-06-18,France,REJECTED,2026-09-11,2026-01-22
CUST000191,Richard,Hernandez,richard.hernandez@company.com,+1-647-857-9589,1974-07-15,France,REJECTED,2026-02-14,2026-01-22
CUST000192,Jennifer,Wilson,jennifer.wilson@yahoo.com,+1-427-367-5353,1931-11-07,UK,REJECTED,2026-10-01,2026-01-22
CUST000193,David,Lopez,david.lopez@yahoo.com,+1-388-682-5288,1951-03-19,France,VERIFIED,2026-09-06,2026-01-22
CUST000194,John,,john.wilson@gmail.com,+1-418-585-4813,1991-11-06,UK,VERIFIED,2026-07-25,2026-01-22
CUST000195,Robert,Garcia,robert.garcia@outlook.com,+1-523-700-6208,1956-01-22,Spain,NOT_STARTED,2025-08-24,2026-01-22
CUST000196,,Jones,richard.jones@gmail.com,+1-233-260-6182,1943-08-06,Italy,PENDING,2026-06-01,2026-01-22
CUST000197,Richard,Miller,richard.miller@gmail.com,+1-949-817-7104,1982-11-11,Australia,PENDING,2025-05-04,2026-01-22
CUST000198,Michael,Gonzalez,michael.gonzalez@company.com,+1-440-807-6448,2001-11-11,India,NOT_STARTED,2026-05-12,2026-01-22
CUST000199,Robert,Moore,robert.moore@gmail.com,+1-642-435-7273,2000-03-18,Australia,PENDING,2025-12-01,2026-01-22
CUST000200,Linda,Gonzalez,linda.gonzalez@company.com,+1-699-484-9175,1983-06-24,France,EXPIRED,2026-11-05,2026-01-22
CUST000201,Lisa,Brown,lisa.brown@company.com,+1-412-711-7409,1980-09-04,,VERIFIED,2025-06-23,2026-01-22
CUST000202,Linda,Moore,linda.moore@outlook.com,+1-627-563-3024,1935-11-29,Japan,REJECTED,2025-12-05,2026-01-22
CUST000203,James,Jones,james.jones@yahoo.com,+1-538-623-1050,1984-10-17,Germany,EXPIRED,2026-01-22,2026-01-22
